text,rating_1,rating_2,rating_3,rating_4,rating_5
"
 Terrible. I hate when the workers don't give a crap about their job and it reflects in their work - even the sandwich ""artists"". Came here bc it's been awhile since I've been at Subway and now I remember why. They just make the most haphazrd sub in the world. Meat/cheese is nicely placed, but then the banana peppers olives, other veggies are just jammed in disproportionately. They could take like 1 second and spread out the veggies before mashing it when it's rolled up. Little bit of Light May and Mustard translates into a lot of both. They hate their job, I hate them. - This isn't even for the location here, it's the one in the 5/3rd Building up the street. ",1,0,0,0,0
"
 Best food I've ever had at a pub. Outrageously good burgers and salads. ",0,0,0,1,0
"
 Stopped in here for an afternoon slice + a salad last weekend. The crust on the pizza was good, and the price was right. The service was great, too, as the guys behind the counter were quick + thorough, but remained polite. No complaints, really. ",0,0,1,0,0
"
 Ordered delivery my first night in town. Loved the cheese sticks with the Garlic Butter dip. The pizza was A-OK. In flavor, the crust reminded me of the national pizza chain with the red white and blue logo. More toppings that that chain. I woudl pick Toppers over that other chain. ",0,0,1,0,0
"
 *Happy hour review- came here after reading about happy hours in Vegas and I'm sure glad we did! The ""5 for $6 till 7pm"" is available in the bar/lounge area and has outdoor seating available also. We ordered the fad tired beer ( Sam Adams rebel IPA) 2 for $6, along with the pan seared crispy pork belly, roasted mushroom ravioli, sweet chile calamari and walnut turtle pie for dessert (not on HH menu) the dessert. While waiting on our appetizers fresh baked bread was served with a Brie Chardonnay butter and a sun-dried tomato butter. I think I could've ate the bread/better and beer all night. I also like foods the start with the letter B. My ranking of appetizers follows: 1. Mushroom ravioli- portobello and shiitake mushroom in porcini mushroom sauce ( I love me some mushrooms) 2. Crispy pork belly- served with grits and sweet onion chutney ( when you mix the pork belly with the grits and the chutney all together everything just feels like it will be ok, I try to cut down on my pork intake but with grits and chutney, I didn't feel as guilty) 3. Sweet chili calamari- ehh it's calamari- I think I'll omit this one next time *The walnut turtle pie was awesome and I made sure no turtles were harmed in making this pie. *oh and another thing-a plus for the servers to warn us that HH is ending and asking for last minute orders to input before 7, truly a happy hour. =) ",0,0,0,0,1
"
 This restaurant has gone from a 4 star to a one star in a year. Our waitress deserves the star but the food was horrible. Lobster salad should be taken off the menu. It had no flavor at all. So disappointing! Will not go back again. What a shame...beautiful location! Understanding it's under a new management. Get a new chef. Change your menu also. ",1,0,0,0,0
"
 Lots of LCD HD Screens make this a good place to check out a game. The atmosphere is a little bland, but this bar is part of the hotel it's connected to, so you can't expect it to be too crazy. All in all decent bar. ",0,0,1,0,0
"
 Definitely worth it. Went on Sea food night. And from how the cashier put it 85% of the buffet is Seafood lol. Its delicious. The server is on point and keeps your table cleared and drinks replenished. The stations are well stocked and when it gets low they quickly top it off. Whether it be the salad station or anything else. The peel and eat shrimp was good. I didnt have crab legs but they were split in half and looked kind of small. Roast beef was delicious and have no complaints. Between this or Golden Nugget from what i read about their buffet i would save a few bucks and come here. ",0,0,0,1,0
"
 This was our first time to this very highly recommended establishment,and I must say this was the WORST DINNER I've had in a long time. Coffee was tepid at best Alfredo sauce tasted as if it were from a jar, wait I've had better from a jar. The cannon filling was very gritty and the chocolate sauce was Hershey from a squeeze bottle and definitely was not with the 55.00 bill. We've had better st olive garden. Don't waste your time or money at this poor restaurant. We will never go back!!!!!!!!! ",1,0,0,0,0
"
 I'm really not a fan. But I could be bias because I lived in So Cal, and grew up eating San Gabriel Valley and Garden Grove pho really makes you a pho connoisseur. My boyfriend did warn me to lower my expectations but for a place that has this many good reviews I would imagine it being good. I don't think I got my pho fix, the portions are small. Gave it an extra star because the staff are really attentive and nice. ",0,0,1,0,0
"
 For having such great reviews, I was very unimpressed by this place. I'm not sure what they are going for here, possibly a fancy higher-end drink and eatery thing. I was expecting a great beer selection, and on that front, they very much do have great craft beer. However, I've never seen anyone charge as much for beer as this place does. They jack the prices WAY up, so much so that even happy hour pricing doesn't really make it worth going. I ordered the happy hour tacos and they were good, but not amazing or anything. So if you have a lot of money to throw around for expensive beers and even more expensive food; well then you can do so with a nice view from the balcony. ",0,1,0,0,0
"
 I love this place! The food was delicious and well prepared. I tried the scallops and my husband had the filet. I only wish that the scallops were bigger. But I guess they are large for this market. I am just a spoiled CA girl at heart. ",0,0,0,0,1
"
 We ate here for our 3rd Wedding Anniversary! For an Appetizer we had the Duck Quesadillas with grapes and blackberries, I chose the New York Strip with horseradish mashed potatoes and greens. Very delicious! Though we didn't indulge they had a large selection of wines that are sure to please. Thumbs up Table 34, you were good. ",0,0,0,1,0
"
 Eigentlich einer der besten Metzger in Karlsruhe. Hier stimmt bei den Produkten wirklich alles. Top Wurstprodukte, Grillgut, Imbiss - alles sehr lecker. Der Laden selbst ist noch ein echter Stadtteilmetzger und ich bin hier die letzten Jahre sehr gerne hingegangen. Allerdings werte ich diesen Laden nach meinem letzten Besuch ab und werde diesen bis auf Weiteres meiden. Die beiden Damen im Service haben die Produkte mit den blanken H \ u00e4nden angefasst ohne sich zwischen den Bezahlvorg \ u00e4ngen die H \ u00e4nde zu waschen oder Handschuhe zu verwenden. Der Dreck von den Geldscheinen und dem Kleingeld wanderte so direkt auf die Fleischprodukte und ich finde das eigentlich nur eklig. Ich w \ u00fcrde mir w \ u00fcnschen, dass die Waren nur mit Handschuhen angefasst w \ u00fcrden. Ich empfehle den Damen mal mit den H \ u00e4nden kr \ u00e4ftig im Kleingeld zu w \ u00fchlen und dann die H \ u00e4nde abzulecken - das ist genau das, was hier den Kunden zugemutet wird. Guten Appetit. ",1,0,0,0,0
"
 Just a chance to put in my $.02 on the Bluebird, since it has been Yelped about so many times. Fantastic lunch spot Downtown. I hear it is a great breakfast, too. Looked at the menu on the chalkboard above the counter and notice that the specials and soups were only on the little sign out front. So I asked and found that one of my fave's hot butternut squash soup was available. It was so cold and the hot soup was delicious. The Cuban sandwich went perfectly with the soup. The cookies and salads looked great, next time. What a great alternative Downtown. ",0,0,0,1,0
"
 Methinks the day of the big box is going the way of the Dodo bird, and Best Buy is leading the way. 1. Yes they have lots of stuff but much of it is typically 1 or 2 generations behind technology wise. 2. There are always a buch of blue shirts running around but none when you need to ask a question, get something from the back room or there are 10 people stacked at the single open register. 3. Prices are just ok, no bargains here and NO I don't want buy the two-year protection plan. ",0,1,0,0,0
"
 As much as I want to hate Panera, I just can't. I tend to hate chain restaurants, but Panera is my weakness. Damn you Panera. Another day of good soup and a tasty sandwich, served quickly and efficiently. One day I wish you would just screw the pooch and deliver something awful so I can live out my dream of openly hating you. But not today. You delivered another tasty lunch. ",0,0,0,1,0
"
 This was my first time eating at a P.F. Chang's restaurant and I was not impressed by their food. The flavors just weren't there! I eat at Chinese restaurants regularly in the Bay Area and I'm not a fan of non-authentic Chinese food but I thought we'd try ordering take-out and bringing it up to our room at PH. I do have to say their take-out counter is very convenient and is located next to the entrance. We ordered the shaking beef which was too salty. I'm a fan of salt but this dish had way too much. The Dan Dan Noodles were ok. It was a little mushy and lacking flavor. I've had Dan Dan noodles at a lot of other places but this one tasted different. Cheesecake was good but tell them to put the raspberry sauce on the side, it tastes gross. Overall, if you 're looking for some take-out, staying at PH, hungry for Chinese, and have enough points on your Total Rewards players card so you don't have to pay for your meal then order here and try different dishes. P.F Chang's is just too overpriced and their food is just ok. Total price for shaking beef, Dan Dan noodles and cheesecake was $37. We could have eaten at Gordon Ramsey's BurGr again for the same price and had a good meal but were too lazy to sit down and eat at a restaurant in addition to BurGr being super busy. I suggest going to the Rio and eating at KJ Seafood and Dim Sum if you feel like Chinese. They have much better food! ",0,1,0,0,0
"
 Dr Nina is a great dentist. My daughter just loves coming here and the dentist and her assistants are super friendly and cater great to children. They have a toy basket that the kids get to pick a prize from after they get done with the appointment. My daughter always looks forward to this. Won't go anywhere else. ",0,0,0,0,1
"
 I took my company/party of 7 here for our holiday dinner. I had a previous experience at this restaurant where our waitor added an item to our bill which we did not know we ordered. They will confuse you about what you are actually ordering since it is ala carte. When it happened for the second time it was apparent as their common practice. Long story short, my secretary, a very young woman, asked the waitor to suggest a steak for her entre. The waitor suggested a steak to my secretary by name only and my secretary agreed. When we got the bill I found out it was a $180 special steak that was off the menu and no price had been quoted. Upon calling the manager she argued with me and was very defensive. Who wants to get ripped off at dinner? Hey Management! When someone calls in with a concern, you should not argue with them without first at least looking into the situation. We basically got scammed as if we were tourists in a foreign country. The manager who called me back was so defensive, never apologized and offered to buy me only drinks next time?? Wtf My bill was $1080.00??? ",1,0,0,0,0
"
 So, I'm from out of town, my brother brought me here. He has been here many times with outstanding reviews. That's why he brought me here, good food and lots of food! Ya, it was good, which is why they got two stars. The margaritas were good too, but a bit sweet. The real problem here? Not enough food! We got some Nachos to share and there were so few chips we were all quite disappointed! As a matter of fact we had to ask for more chips just to finish all the toppings from the nachos. Now we are still hungry and off to get some Chicago pizza! ",0,1,0,0,0
"
 Pork bulgogi is good. Food is spicy. 3 star, for example, means heat. ",0,0,0,1,0
"
 Love this place. Food was not the best I have ever had at a Thai place, BUT, this place is cute - with great lighting. Huge wine selection. AND very good, friendly staff. Busy parking lot. Oh, food was a little bland for Thai. Would I go back - YES! ",0,0,0,1,0
"
 Painful getting in and out of here with the construction and insane traffic. For its volume, airport is awfully spread out. Seating is far less plentiful than it should be. Must create a lot of jobs here though. I took this picture after watching the folks all hanging out, chit chatting many many times. I'm betting their supervisor thinks they're actually busy helping people. Ha! Right after i took this picture, a 4th employee joined these 3 having nothing to do but take up walkway space. Not imprrssed by so many aspects of this airport. ",0,1,0,0,0
"
 Oh god, where to begin..... The room was dirty. VERY dirty. The ""velvet"" headboard had a layer of (I hope) dust, and the bedskirt was stained and disgusting. I sprayed for bed bugs and slept on top of the sheets on the JIC. The bathroom was as bad as rest of the room. The floor hadn't been mopped in weeks (at least) as evidenced by the mildewed grout lines, so to be safe I was sure to shuffle around on a towel rather than allow my feet to touch the floor. There were splatters on the wall, cobwebs - complete with dead gnats - in the corners, and the window shade was broken and water stained. This was probably a nice hotel 10 years ago, but now it's just the red-headed stepchild of the better hotels. If you're a business traveler like me, you do NOT want to stay at this hotel, nor do you want to bring clients here. It's really for the under 25 crowd that's out to drink, have fun on the Strip and not stay in their rooms for any extended period of time. I felt downright scuzzy the whole time I was there, and couldn't wait to get home and take a long, hot ""Silkwood"" shower (if you've seen the movie, you get it). Next door to me was an obnoxious group of people who snuck a dog into their room. Between the loud arguments and the dog barking, it was tough to get any decent sleep. Down the hall was another stellar group, who took the fighting to a whole new level, spilling out into the hallway at 2am telling each other to f* off. Round the clock fun for all. Do the Strip a favor and bulldoze this place! ",1,0,0,0,0
"
 Nice people; able to get my car in for an appointment fairly quickly; able to perform a full service that many would not do; decent rates; and seemed like there was no problem with integrity. However, wrong diagnosis for auto repair. Basically, as I was purchasing a car in the Mesa area, I brought the used vehicle here for a pre-purchase inspection. And the diagnosis I received for several issues with some noise was - well This looked ok, so maybe you could try this first, and then try this. We're not sure. I took the car somewhere else later to get everything that needed done done, and was told, umm, no, This is the problem. They fixed said problem, and it solved all of it. I would assume that they drove my car here at Triple A to get a feel for the issue, so maybe even then they just couldn't figure it out. (Again, nice people, but I need to know what actually needs to be serviced, not just start throwing darts.) Maybe they did not in fact drive it to see. Regardless, I will be taking my vehicle to better diagnostic shops. ",0,1,0,0,0
"
 Nothing special- i had better fries- plain/bland -nothing special special sauce- had better toast-so- so sweet tea- very good (only thing worth while on the menu) chicken fingers- two words ""child please"" (nasty) cashier- no comment I will not be returning sn- good thing Chick -Fil -A isn't in town, because you would be put out of business ",0,1,0,0,0
"
 I ordered the lunch special Pad Thai and paid the extra dollar for the fried rice. My Pad Thai was in a huge clump and I had to use a knife and a fork to eat it YUCK! The fried rice you have to pay an extra dollar for was not even that good and I felt as though I wasted 9 dollars on food. Disappointing!!!!!!!!!! ",0,1,0,0,0
"
 Lolo's was a place I had heard lots of good things about so I was eager to give it a try myself. The menu is simple, different combos of breakfast favorites and fried chicken. I opted for the #8 Betty Boop (fried chicken breast and waffle) with a side order of bacon and a cup of coffee. The food came out pretty quickly, and was a nice sized portion. I don't have fried chicken often, but Lolo's chicken was cooked well (crispy on the outside) with a lot of flavor. It offset my nice, light waffle perfectly and my bacon was cooked more on the well done side of things (my fav). It filled me up pretty quick, so I took home leftovers. Next time I want to try their grits, but I can't imagine ordering more chicken or waffles then what the #8 offers. I was full all day! We were there on a Monday morning, and while the restaurant was never packed to capacity it was steady. We received good service and my coffee was always full. We were greeted by a smiling server when we arrived, and wished a good day by a server who was not even on duty yet. I'm a sucker for little things like that, I will definitely be back and recommending Lolo's. ",0,0,0,1,0
"
 A beer while you wait us cool, but getting 3-4 strips of steak and 1 cheese crisp sized tortilla is very disappointing when ordering a fajita meal. Honestly could've got more at Taco Bell. I don't know why I didn't remember my last bad experience there. Ugh! ",0,1,0,0,0
"
 I was so pleasantly surprised!! I had such a nice experience at the bar in this ridiculously packed restaurant! I stopped into outback for dinner because of the Outback Bowl deal - free bloomin' onion with any purchase! Yes. Yes, please. Because it was just me, I didn't call ahead or anything - but hoped for a spot in the bar/seat yourself section. This place was packed full of people. And they were like sharks over those booths, so I sat myself at the corner of the bar. Mandy, the bartender, was very nice - and she didn't give me that ""oh, it's just you? Eating alone? Forever alone?"" look. Thank you, Mandy. I ordered the outback bowl onion and a Caesar salad with shrimp. I heard Mandy tell one of the other servers that the bloomin' onions were being picked up left and right in the kitchen, regardless of ticket. It seemed like Outback was having some trouble with the demand. Mandy actually flagged down a server with an onion and told her to give it to me. I really appreciated that! Sometimes I get skipped or forgotten about when I'm eating out on my own. Not this time! Basically, everything was delicious. Onion was crispy and hot, shrimp Caesar salad was perfect. I took a to-go box for my onion, and forgot it when I left (like I usually do). Mandy chased me out the door, onion in hand and asked if I still wanted it! I know that she was crazy busy in there, taking time like that is impressive! I'll definitely be back, probably sitting in the shark infested bar section. ",0,0,0,0,1
"
 NEVER AGAIN. So I was here the other day and I ordered a sandwich that had two different kinds of meat on it (#5 Vito). Instead of salami, I wanted turkey. Pretty simple right? Take one meat away and add a different one. When she told me the total it seemed about $2 too high. When I looked at the reciept I noticed they charged me $2 for the turkey? Wait...I took one meat away and subbed turkey...there's a charge for that?!?! Apparently so. I'm not sure I understand the philosphoy behind this, but I don't agree with it and I'll never eat there again. Only makes sense that if you take one meat away you should be able to sub another for no additional charge. I was told that their sandwiches are made a certain way to assure speed and accuracy. Does reaching down into the turkey bin instead of the salami bin really affect speed that much? Come on! ",0,1,0,0,0
"
 I think this place needs to figure out whether it wants to be a nightclub, sports bar, Chuck-E-Cheese, or Italian restaurant. The ambiance has been taken down a notch since it was Hammerheads. Pool tables and arcade machines, and pool toys hanging from ceiling in the dining area - yikes. There was one kid playing a shoot-em-up game and another playing with the pool balls. Soft Italian music over the audio would have been much better than listening to the kids play, and the racket of the drunks coming in from the adjacent bar. We showed up around 5:30 on a Friday night and there was only one other table being served in the dining area despite the parking lot being full (everyone was in the lounge). There was only one waitress working the dining area, and she was also working in the lounge. She was trying hard, but it was only her second day on the job. Both her and the bus-boy were dressed as though they were working in a dive sports bar, not a nice restaurant. Kind of a turn-off. She told us all the food and drink items on the menu were $2 off for happy hour, but that was not the case when we received our bill. Turned out only bar food was $2 off. (we still got happy hour priced drinks, though) As an appetizer we ordered Calamari, and I gotta tell you, it was fantastic! Large chunks of tender squid in a very light, flaky batter, served with a nice boat of thick marinara sauce. Best calamari we ever had, for sure. Just wish it was a more ample portion. My husband (it was our anniversary, BTW) ordered veal scallopine sauteed in a lemon sauce with artichoke hearts, mushrooms and capers. He loved it, although according to him, you really have to love lemon. I tried both a bit of the veal, which I thought tasted a bit ""gamey"" (guess I'm not a veal person) and the sauce, which I didn't care for at all. I will definitely not ever order that dish. I ordered the Linguine Portofino, which was huge butterflied shrimp, mussels, clams, scallops (or should I say scallop, since I only found one in the whole dish) and squid in a rich tomato sauce served over linguini. I think the noodles (a generous helping) were home-made and they were delicious, as was the sauce. Both our dishes were served piping hot. Closer to 7:00 pm the dining room filled up more, and my husband and I definitely felt over-dressed compared to the other patrons and wait staff, who were all dressed as if they were in a sports bar. Although our food was very good, the people at one table kept returning their food items (maybe it was because they couldn't stand to eat it after one of the millions of black flies that were milling about the dining room landed on their food). Portofino definitely needs to do something about the flies, which made the atmosphere even less enjoyable. I'll give the authentic food a 4, the service a 3, value a 3.5 and the ambiance a 2. I'll go back, but probably to check out the bar entertainment and not for a nice special occasion dinner. ",0,0,1,0,0
"
 Nasty. Overrated. Threw the crap out ASAP! P.S. As I was asking the server a question, I could see her saliva fall onto my bagel. One side of the bagel was over-burnt for both pieces. ",1,0,0,0,0
"
 This place is great! This was our second visit to Yama. We're from L.A., and it has been years since I've found an all-you-can-eat sushi restaurant that is this good overall. So, on this trip to Vegas, I was looking forward to returning to Yama, and it was everything I had been looking for. Note that I don't usually eat ""fusion"" sushi, nor all-you-can-eat or pre-prepared sushi. My preference is for ""purist"" sushi, with no California Rolls or Spicy Tuna, no tempura in the rolls, and certainly no mayonnaise sauces. I suppose I'm a bit of a sushi snob. (Sushi in Tokyo spoiled me). However, this place is a great mixture of quality, value, and unique rolls, and I enjoyed it thoroughly. Yama is primarily fusion -- lots of americanized rolls, many including tempura or other cooked items, but plenty with fresh fish as well. The rolls were great, but the sushi-style pieces were quite nice as well. I sampled Saba (mackerel), eel, white tuna, albacore, and hamachi, and all were very fresh and excellent cuts. My wife and I also sampled many rolls, and all were fantastic. The ""palm job"" ended up being my favorite ""fusion-style"" roll (hand-roll of soft-shell crab with eel sauce and a few other goodies wrapped in soy paper). To be clear, you're not going to come here looking for mind-blowing omakase, or purist single-piece japanese-style sushi like Echigo or Sasabune in West L.A. That's not what this place is trying to accomplish, and you hopefully already know you're not going to find that style of sushi at AYCE. However, Yama isn't what I would consider ""AYCE quality"" sushi -- it is much better. Last year we ate at a table, and service was decent (very friendly, but they're very busy so the waitresses got to you as quickly as they could, but sometimes it took a little while). This time we sat at the sushi bar, and had a fantastic time. Sushi chef Pauw (I'm pretty sure that was the spelling) was lightening fast, whipped up fantastic cuts of fish and beautifully presented rolls, and had a great ""attitude"" at his game -- a mixture of seriousness, pseudo-impatience, and ""so what'll you have next?"" pressure. But a few funny remarks back and forth, and he would crack an ear-to-ear grin. Every few minutes he would raise his hands like an orchestral conductor, beckoning the diners to call our their orders. I'll absolutely try and get seated at his portion of the bar on my next trip! Five stars comes from freshness, flavor, excellent value, and speed of service at the sushi bar. Even if you're a self-described sushi-snob like me, give it a try. It has an off-strip ""neighborhood"" atmosphere, and it just may surprise you. ",0,0,0,0,1
"
 For the love of God would they please close this disaster of a restaurant and open up something like a Chick fil -A or even a McDonalds. A Waffle House would be an upgrade! Yeah, it's that bad. Most airport food options suck, but this place is at the top of my airport suck list! Service that is as slow as a tree sloth. Really, don't bother unless you have at least an hour to kill before boarding time. The other week when I was waiting for my flight and had 45 minutes it still was not enough time to eat here, and I had taken a seat at the bar thinking it would be quicker. Um, nope! Even at the bar the service was slow, and I had to end up getting the bbq chicken salad I ordered to go so I could catch my flight. Good thing I looked in the bag because they gave me the wrong meal on top of that. I had to wave someone down to quickly give me the right meal and I ran to my gate barely making the plane. Ate on the plane and the salad was barely passable. As far as a California Pizza Kitchen goes there is not that much healthy here to eat, and a salad is the closet thing on the menu. Seems pricey too. Along with the super slow service this is one to avoid! ",1,0,0,0,0
"
 The entire staff was very helpful. We came with a group of 6 and all enjoyed ourselves and the service provided. James was our instructor and I am very glad he was. Make sure you ask for him! He is also very funny! ",0,0,0,0,1
"
 I was unaware of the existence of Ross until I moved to Vegas. It was while shopping at Target that I noticed the store just down the way. I figured I would pop by and see what they had to offer. Boy, was I in for a surprise! I now visit Ross on a weekly basis, searching for good buys. The store is iffy on cleanliness. I think it depends on the time of day you go. I've seen it in shambles with merchandise everywhere and I've seen it relatively clean and organized. The employees aren't enthusiastic by any means, but they will help if asked. The main reason I shop here, though, is for the deals. They have tons of linens, clothes, shoes, and home decor for great prices. I dare say 90% of my home decor is from Ross. It's hit or miss as far as finding what you're looking for. If you're just in to browse though, you'll more than likely walk out with something. ",0,0,0,1,0
"
 Good food and good service! Everyone was friendly and helpful and the belly dancer was very entertaining! ",0,0,0,0,1
"
 It was a done deal after we saw Snow Flake shaved ice right next to where we were having lunch! The whole family shared a large ice with black sesame and strawberry ice, red bean, Oreo, and sweetened condensed milk for toppings!! (As big as my son's head) Completely awesome dessert! ",0,0,0,0,1
