text,rating_1,rating_2,rating_3,rating_4,rating_5
"
 I went in as I got some coupons in the mail. I added a cheese bread on, and the girl asked her manager for help on applying the coupon. He came out and very rudely advised that the coupon isn't combineable with other offers. Apparently ordering anything else off the regular menu nullifies their coupons. The pizza was okay, but I found the dough to be quite yeasty. I won't be going back. ",1,0,0,0,0
"
 Ice cream + cookies = ice cream sandwich and perfection. Who doesn't love an ice cream sandwich? And with the incredible taste and creaminess of Thrifty ice cream coupled with soft , delicious cookies I don't see how any dessert can be more satisfying! I love that you can choose two of the same or two different cookies, and there are quite a few to choose from. And some of the best Thrifty ice cream flavors are right here! The prices are actually reasonable considering how expensive ice cream can be. The employees are super friendly and helpful and they'll explain the concept to you if you've never been there before. My only complaint is the weird layout of the seating. I had to walk all the way to the back to find that there were no seats. The other store has a much better layout. Can't wait to go back and make more ice cream + cookie creations! ",0,0,0,1,0
"
 Go to Manny's on Ind Sch & El Mirage! Soooo much better food & drinx ",1,0,0,0,0
"
 This place has found a way to get slightly worse each time I eat here. The first time I ordered the pork trio and could not get over how incredible everything was. It was a 5 star meal. The second time, I ordered a stuffed veal special, 4 stars. Incredible! This last time, we made reservations. Reservations. In advance. Not walking up, can you please seat us last minute. Reservations. So.... where were we seated? At the first front middle table in the bar. Not the empty dining room, but the bar. As a Platinum M Life player, I get seated in the middle of the bar, front row, with 40 people from what appeared to be a JP Morgan Chase conference practically sitting on our table because apparently it was drink time. The service was incredible slow, because with 40 people in a bar area, it's very hard to pay attention to one of 3 tables. Now, had we been in the dining room that had 4 seated tables, maybe we would have had a better experience. The food was still good, but the experience was lacking. ",0,0,1,0,0
"
 I went to this place with my girl who wrote the review before mine and I have to agree that this place was AMAZING. I strayed away from my normal deep tissue massage to get a hot stone massage and let me just say it felt so good I left the room feeling a little high and like a came from a different realm. The $85 spent for the hour was well worth it and the male therapist I had was very experienced with what he did. He had worked at many other places I believe he worked somewhere in Mexico as well so he knew how to work those stones. This place definietely beats paying double the price at the spas in the casinos. ",0,0,0,0,1
"
 So I called this place to get a price on a handgun. The reply I got was; "" four hundred something."" Hmm, I never realized that four hundred something was an actual price. I guess It was to much trouble for the guy to actually look and see what the actual price was. I would have probably got a better answer to my question if I consulted one of those magic 8 balls. Guess what Legendary Guns, I will take my four hundred something dollars and happily spend it at another gun shop. ",1,0,0,0,0
"
 I used to get my Taiwanese food fix at the Taiwanese fast food place inside the Ranch Market at the Chinese Cultural Center. But it's changed hands, the quality has gone down and it's never had a pleasant area for sitting down to eat. I was happily surprised by Taiwan Food Express when I was at Mekong Plaza a couple of weeks ago. My mouth started watering as soon as I read the menu and even though I just had lunch and I was full, I had to order the pig intestine with mustard greens soup. Was it ever DELICIOUS! Simple and true to taste. I can't wait to try the rest of the items on the menu~ esp. oyster omelette! I'm very happy that it's so close to my son's Chinese school because I have a feeling this is going to be a regular stop for us after class for dinner! ",0,0,0,0,1
"
 Yelp was raving mad about Viva Las Are???.. so I jumped on the gun when I had the chance and ordered almost everything on the menu for myself and some hungery employees. Honest to say, it was aight.. Meat to dough ratio was a little off.. there was hardly anything inside the empanadas.. and the person that was supposed to take my order just stared at me for a good 10 seconds.. and thats pretty long in staring time! The Garlic Shrimp stood out from the rest in taste and quality but I just wasn't really a fan of the dough. Just a little too.. doughish I guess? I would much rather smother myself with one of 'em cheesy soft tacos at one of 'em spanish carts at one of 'em gasoline stations or one 'em tire repair shops. Now that's a five star.. even with flies buzzn' and all! ...not a totaltarian fan of Viva, but I can't deny that it still hit the spot. ",0,0,1,0,0
"
 Great facility but the rink needs more organization for it's events and teams. ",0,0,0,1,0
"
 This was exactly what I wanted. A clean place to sleep, in a convenient location with courteous staff. I don't need anything fancy from a hotel, I just want a place to sleep. The only issue I had was that my keycards stopped working, several times. This wasn't a huge problem as the staff was great and always fixed it quickly. But the fact that it happened a few times, and I encountered people in the elevator with the same problem, makes it worth mentioning. But it wouldn't stop me from staying there in the future. ",0,0,0,1,0
"
 Ok. The cosmo is considered a trendy, ultra hip resort hotel near the center of the strip. It's a pretty cool property overall, but what really drew me here was the opportunity to stay in a hotel that included a balcony for you to hang out on and just chill. I booked it through a 3rd party travel site and got a sweet weekend deal. You will pay a small premium for the balcony rooms, but let me tell you: They definitely are worth it for the absolute best views in vegas. All the rooms at the Cosmo are suites with a fridge, microwave, minibar, etc. They are tastefully decorated and very spacious. But the feature attraction was the balcony. My room was on the side of the building facing the Bellagio fountains watershow. To be able to walk out on the balcony and see the show from ABOVE the fountains was absolutely awesome!! You can literally see the entire strip all lit up at night, and it is truly a sight to see. They have an awesome Pool party/nightclub called Marquee. If you desire a quieter night's sleep be sure and ask for a room higher up, because the noise from the club can definitely be heard , even from the 39th floor. Not bothersome to me, but others might have a problem with it. Overall the Cosmo is a very nice property, and it's worth at least 1 stay there to experience the terrace suites. ",0,0,0,1,0
"
 Jeff knows how to take care of his client and always gets me a great price for all my RV needs. I wouldn't go anywhere else for propane or dumping either. ",0,0,0,0,1
"
 Phoenix has pretty slim pickings when it comes to good pizza, or at least pizza that I'm accustomed to. Rosati's, while not quite what I'm used to, is the best representation of Chicago style pizza that I've found. The Chicago style deep dish is good. The toppings, especially the sausage, are plentiful and tasty and the sauce is good. I think the crust is what is a bit off. Overall, Rosati's is still my choice for pizza in the valley. ",0,0,0,1,0
"
 Review from the other end of the table, opposite Michele H. from Costa Mesa: Here's the thing about El Patron - it's definitely one of the better Mexican restaurants you'll find in Las Vegas in a town where Mexican food is fairly watered down. Yeah, that band playing a full on concert-length set got pretty annoying after awhile, especially when we started shouting ""WHAT?"" at each other across the table. But in the times I've been to El Patron, the food's always been good, they serve bean dip with the tortilla chips, and the place has a nice family-run, local feel that makes me go back. I'm still a fan. ",0,0,0,1,0
"
 LOVE this restaurant! It's one of my regular spots now. All the servers I've had so far have all been GREAT!! They have some kind of fish dinner that is to-die-for. Big portions for the price you pay. I usually can't finish all of my fish, but I can't avoid stuffing myself from trying! I also usually get the ""Bunny Toes"" drink. It's like a mint-chocolate White Russian (has Bailey's mint chocolate in it). It's delicious!! ",0,0,0,0,1
"
 Their name makes them sound like a cheesy franchise, but Hummus Xpress is anything but. Home cooked. Delicious. Fresh. Healthy. Great quick service. Couldn't ask for more, except maybe for the falafel to be a bit tastier. I get the chicken plate with rice, broccoli, potatoes, hummus, olives, feta and lentil and kale salad. A meal like that will cost you a little bit more than ten bucks, but is well worth it. Pretty hip atmosphere with chipotle-style food serving. They've got a few talented local musicians who play jazz guitar every once in awhile. ",0,0,0,1,0
"
 I will just say this: Friends don't let friends stay at the LVH! ",1,0,0,0,0
"
 I came here to see Altaic (an excellent local Pitt band), and the venue was a lot of fun. The sound was mixed really well, the band sounded amazing, the people were friendly, and the beer was cheap. It was a pretty good night and I would definitely go back to the Smiling Moose. ",0,0,1,0,0
"
 Good food and service and the Groupon we had made it that much better. The concept was foreign to me, but the waitress was super friendly and explained what, why and how she was doing everything. We only had the happy hour items, but the food was great and we plan on returning for dinner in the near future. ",0,0,1,0,0
"
 This is a good place. Its never crowded so the service is always good. The pizza is excellent as is the pasta but the hamburgers and sandwiches are very average. There is no draft beer which sucks but the bottle beer is reasonably priced especially the imports. They are always out of top shelf liquor for some reason. The happy hours are very odd also. Just an hour in the afternoon and evening and only 50 cents or so off the drinks with no food specials. All in all, not a bad place especially compared to whats in the immediate area. ",0,0,1,0,0
"
 Came after reading reviews, but this place charges you for bread and butter. They call it an appetizer, rip off ",1,0,0,0,0
"
 I'm sorry. I just wasn't impressed. Ordered a few sashimi delux platters and sushi platters. Fish was really fresh! But just not anything spectacular. For the price, I expect to be blown away. I wasn't. ",0,1,0,0,0
"
 Amazing. Fresh deli style meat and great tasting! I LOVE this place. It puts subway to shame, I will drive out of my way to go to a Jersey Mikes! ",0,0,0,0,1
"
 TERRIBLE! The shower was clogged when we arrived, only to be told there were no more available rooms and an engineer would be up to unclog it. Bathroom was also dirty. How did housekeeping forget to pick up their rags? And yes I know the difference between a towel and a rag. Calls to the front desk were a matter of waiting on hold several minutes. This was also the case when the shower clogged again the next day. Tram service isn't 24 hours, so please don't be fooled. If you go to see a show at any other hotel, and you leave after 1130pm (like most of the world) be prepared to walk 0.9 miles from the Excalibur to Mandalay Bay. Yes I mapped it, my feet don't appreciate walking a mile home each night. Of course you could take a cab, but, why when the tram is advertised as 24hours a day? Also, internet access is $15 a day. Stay somewhere CLOSER to everything else. Your feet will thank you for it. ",0,1,0,0,0
"
 I went in awhile ago to see what this shop had since I LOVE to bake & am always eager to support my local bakeries. I didnt even get a chance to try the goodies because I was so turned off by the staff. The lady behind the counter seemed like she had an attitude, but hey, maybe I came on an off day. Since I have worked my fair share of customer service jobs I know it can be hard to always be cheerful, but I ended up leaving afterwards. I gave them 3 stars because I would like to come back & actually enjoy the goods. They have great reviews and ill update this when I get a chance to try it again. Im hoping I just came on an off day & that the employees aren't actually that rude. ",0,0,1,0,0
"
 Not your typical hole in the wall Chinese food. More traditional type stuff. Love the family atmosphere amongst the staff. ",0,0,0,0,1
"
 Really good custard. Nice place. ",0,0,0,0,1
"
 Approaching the doors you'll immediately notice the many stickered awards from restaurant reviewers marking this place as the best Thai food year over year. Walking in the door, the boasting continues with a table, dedicated and decorated for their many Zagat and other food awards. What do you not find? Good service. They certainly missed the mark from the moment I stepped in the door. The host attempted to seat me with another party, sighed with extreme displeasure that I wasn't with the initial group. (I'm sorry; did you just do that in front of your shrine of awards and pictures of the business?) After he came back to me, I was seated with no greeting, no notice of specials for the day, and no smile. :( I ordered the papaya salad to start off with and the red curry lunch special. Sadly, my lunch special came out and was finished by the time my papaya salad came out and I ended up getting the papaya salad to go. As for the food, I'm not sure if this same Archie's Bistro was the same Archie's Bistro that received the numerous awards for their food, but their food was really just average. The red curry sauce was a little too runny and didn't have as much flavor as what I've had at other places. The papaya salad was average. Overall, I'm left somewhat satisfied but still puzzled at how they could have gotten so many awards when my entire experience was lacking from the less than average service and about average food. From the high expectation that was set from their grandiose display of awards I felt disappointed by their horse and pony show. ",0,1,0,0,0
"
 I cannot believe this national chain gets away with the deplorable conditions that are found in this store. Customers clearly don't care about how they treat the merchandise (and themselves) and employees couldn't give less than a shit, either. I came here last night and the number of people in there with unhappy, tired toddlers (it was 9:30 pm) astounded me. There was an unusually high number of the under-twenty-five-years-old-with-two-or-three-small-children types, too. Checking out was a joke, as we were in the shortest line but behind a family of three that each rang up their purchases as two separate transactions... PER PERSON. But the worst part was in the men's packaged undershirt section. There was an odor in that aisle that was just indescribable. D thought it was a hidden dirty diaper. I disagree, because as a human being, I happen to know what a turd smells like and this was not a turd. It was like a half-rotted corpse extracted from the Scottsdale ""Waterfront"" River. On a side note, I noticed that some other bad reviews include mentions of minorities. Let me just say that there were a lot of unwashed people in this store and they WEREN'T the minorities. ",1,0,0,0,0
"
 Horrible service. Food sucked. & made me miss my shopping trip. When we first walked in, there was no one at the host desk so we decided to sit at the bar. We were then greeted by the bartenders & they offered us to sit at a booth on the other side of the bar. Once we had a seat at the table they offered, the table was extremely sticky. You could tell it hasn't been wiped. We ordered the lemon pepper zucchini to start off with while we looked through the menu. They gave us the happy hour menu also, even though it wasn't happy hour. The zucchini came as soon as we were done ordering out entrees. Pretty fast. We ordered the roasted tri tip with a Caesar salad & the stuffed BBQ shrimp that was on the happy hour menu. We waited on our entree for about 30 minutes and it didn't look very appetizing. Also, veggies were more on the colder side. So you cantell it's been sitting at the window for a while. Once our entree was almost done, the BBQ stuffed shrimp finally comes out & it looked like crap. I don't even know why I ate it. I don't know if they were rushing for closing but the presentation on the plate was horrible. And to top everything off.... When we first got there, I asked our server what time the shops closed & he said they closed at 9:30pm on Sundays. Which I thought was weird because that's a super random time. We finished our meal at 8:15pm.. Rushing to make it to the mall. Turns out they close at 8pm on sundays. I went back into the restaurant, yelled across the bar to our server & told him I appreciated the false information he provided and made it pretty clear that I was unhappy with his service. ",1,0,0,0,0
"
 Don't get their BIOFINITY contact lenses made by Cooper Vision. I've had 3 pairs so far with different prescriptions even though both of my eyes are at the SAME prescription. It's really hard to read when your eyes are at different prescriptions. The past 2 times the staff have been ok/ cautious about giving me a sample lens to compensate for the busted lens. It's annoying to deal with and I wear my lenses as little as possible to deal with the problem, which defeats the point of buying contact lenses in the first place. ",0,0,1,0,0
"
 Cash only. I love walking here on a weekend morning, especially in the summer to sit outside and get some reading done OR get your coffee to go and walk up and down Grandview. The mocha is fantastic - the barista puts special sugar on top of the whipped cream. My waistline can only afford this treat once a month though! ",0,0,0,1,0
"
 So I just rushed home from Blue because I couldn't wait to get on here and give them this review. Ok, I'm lying. I made one stop on the way home - Barnes and Noble - to buy a dictionary so I could find the words to explain just how bad this place was for me. If not for it being restaurant week, thus having reduced pricing, I might have 'made a scene.' So I'll start with a service review since I can sum it up with one simple fact: 2 hours and 15 minutes into dinner (restaurant week I remind you - simplified menu, 3 courses) we were still waiting on stuff to be brought to the table. The service was atrocious and incredibly slow. At the 2 hour and 15 minute mark, we finally just flagged down the waitress, told her to box up the food, box up the desserts that hadn't arrived yet, just so we could finally get the heck out of there. Initially I thought this was part of the ""Blue experience,"" but its not. The waitress came by every 30 minutes, took the order for the next course, and it took an hour for each course to come out. So the food is boxed and i come home, nightmare over, right? Wrong! they boxed up my friends food and gave it to me, boxed his up an gave it to the 3rd couple that was with us, etc, etc, etc. So NOBODY went home with their own food. I love my friends, but I'm not nibbling at their food scraps. So, food, how was the the food? Not quite horrible, but not quite good either. Edible is a better word for it. I got the ""Grilled Niman Ranch Pork Rack Chop - with a Tuscan white gigante bean and kale ragout finished with a sweet Italian saba."" sounds fancy, eh? Well, it was basically lukewarm vegetable soup, with a hint of chef boyardee, and a dinky pork chop dropped right in the middle. It was so boring and bland, i question the chef's competence and would openly challenge him to a cook-off if this is as good as he could do. I could walk into a grocery store blindfolded, randomly grab something, bring it home and microwave it for 3 minutes, and I would still like my chances. Nobody at the table was impressed with anything they ordered. So let's circle back for a second, and return to service. The waitress was very nice and knowledgeable I have to say. Maybe she was just over capacity? I don't know. But she recognized our frustration and had the manager bring our to-go boxes to us and apologize for the delays and long waits between courses (I think). This is how that conversation went: Manager: ""hey guys, sorry things took a little long, you know uh, restaurant week and the kitchen got backed up. But how was everything?"" Me: ""Well, it was ok. some things were pretty good i suppose, some better than others."" Manager: (blank stare) Me: (awkward moment) Manager; ""well sorry again, and uh i mean, you know ehhhh...."" (blank stare). Me: (still awkward so I'm just going to stand up now and leave). Manager: (blank stare and walks away). needless to say, I will never come back here again. If it were free, I would probably still pass. If asked what could they do to make it right, i would respond with a full refund of the entire dinner, plus compensation for the 2 hours and 30 minutes of my life that I'll never get back. ",1,0,0,0,0
"
 Best Halloween Party in the valley. Get your friends organized and come to this Halloween party. It is awesome. I have gone two years now and am amazed at the creativity and boldness of the costumes. It is a perfect venue. It is really like roaming around in a haunted house. Two live bands and the drink prices were reasonable. Hey, two girls were only wearing body paint! Wow. The view at sunset is just breathtaking. Great place for a really special date. ",0,0,0,0,1
"
 The best! Fluffy eggs, perfect bacon. People are friendly. Came here for breakfast on gameday. GO SEAHAWKS! ",0,0,0,0,1
"
 Loved the outdoor patio seating, the humus and Thai chili shrimp appetizers were really good, the street tacos were good and the apple crisp was excellent to be a ""healthy"" version of it. The drinks were so/so. I am debating between 4 and 5 stars, I am giving this 4.5 :) ",0,0,0,1,0
"
 It appears that the Tap Haus is becoming a larger indoor Hideaway. Took clients there Sunday to watch a game and have some good beer. The bartender should go back to the Hideaway. Two male clients came in and sat next to us when she let loose with several F bombs and gave them the finger several times. Apparently she knew them from the Hideaway however the entire exchange was really inappropriate. Needless to say everyone found it uncomfortable. They just can't seem to get the staffing issue right. Staff turnover is quite high and the majority of staff are always overwhelmed significantly impacting service. The best thing about this place is the beer selection. I'll be sorry to see them go. ",1,0,0,0,0
"
 This is one of those hidden gem in the strip. Located in the Stratosphere Towel Hotel and Casino, which is in the north edge of the strip. Getting to this lounge is not easy unless you ask around. The lounge is located at top of the top of the world restaurant, which is in the 108 floor; this lounge is in 109 floor. The first thing you notice of this lounge is the spectacular view of the Las Vegas. The entire city of Las Vegas can be view from all 360"" angle. This floor does not rotated like fancy restaurant below. So the strip and other good view is often been hawk by other customer very quickly. Early Happy Hour Half Price Appetizers: 4pm - 7pm 2-for-1 Cocktails: 4pm - 7pm Late Happy Hour Half Price Appetizers: 10:30pm - 1am 2-for-1 Cocktails: 1am - 4am They got happy hour daily, sadly to say their food is bad in this time type of atmosphere. They said the food comes from the restaurant below, but is hard to believe since the quality is just way off. It could be we got the wrong chef that night, but several review did point that their food were not good. I have not try their cocktail, it should be better than the food quality I assume. We try the Kurobuta Pork Belly, which was super fatty and didn't got the right flavor, it tasted more like left over from lunch. The Waygu Beef Tenderloin Carppacio was also not fresh and disappoint, The Shrimp Cocktail & Lobster Mango Ceviche was not bad but too small portion. The best one was the Cheese Plate. The seat is comfortable but the tablet is very small, this is not idea for big group. However, is perfect for couple, kids do not allow here. Our ID's were check despite we did not even drink. The bathroom sink have a mini television, but the lounge there were none. The real bonus here is that you get to access to the observation desk, I believe this is not the same as those who paid but still provided very nice view. Definite bring you camera when you get here and enjoy. Just aware the food is not great, a least in our experience in their happy hour. ",0,0,1,0,0
"
 For Las Vegas this is a gem!! There are no other laid back, hip coffee shops like this. And they serve alcohol after 7p... A great addition to Downtown!! ",0,0,0,0,1
"
 I've eaten as this restaurant several times during the past year. The food is usually pretty good, maybe 3 out of 5 stars on average. Today I used a restaurant.com voucher. $25 towards $40 worth of food, however, read on for the unethical practices the owner of this restaurant put in place when attempting to use this voucher... The restaurant.com voucher is a joke. The restaurant automatically includes 18% gratuity on top of the bill. This establishment is strictly counter-service, who is the tip for??? Also, specials are not allowed as part of the voucher redemption and most of what my party wanted was ""considered"" a special. I felt penalized for trying to use the voucher. I will never recommend this establishment for their unethical practices and because they made me feel like a piece of trash. The fact that you have to spend $40 on a $25 voucher is one thing, but to not allow specials and factor in an unethical gratuity of 18% at a restaurant with no servers and strictly counter service shows that this owner has ZERO dignity as a small business owner and he should think twice before trying to lure patrons into an establishment that only allows ""one"" serving of it's special sauce per order! A joke by any standard and when you refuse to cater to your customers, you deserve NOT to be in business. Nothing but a HORRIBLE review for this jerk owner!!! ",1,0,0,0,0
